Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjusted Price
19-Apr-23,CRWN,Crown Paints Kenya Plc,29,40.05,37,37,37,35.5,1.5,4.23%,600,-
19-Apr-23,CABL,East African Cables Plc,0.79,1.11,0.85,0.97,0.91,0.91,-,-,"32,200.00",-
19-Apr-23,PORT,East African Portland Cement Ltd,4.38,55.75,7.04,7.04,7.04,7.04,-,-,-,-
19-Apr-23,KEGN,Kenya Electricity Generating Company Plc,1.94,4.6,2.3,2.38,2.36,2.36,-,-,"201,400.00",-
19-Apr-23,KPLC-P4,KPLC-P4,4,4.11,4.11,4.11,4.11,4.11,-,-,-,-
19-Apr-23,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
19-Apr-23,KPLC,Kenya Power and Lighting Company Plc,1.3,6,1.49,1.51,1.5,1.51,-0.01,-0.66%,"124,300.00",-
19-Apr-23,TOTL,TotalEnergies Marketing Kenya Plc,14.55,25,20.4,22.4,20.8,22.15,-1.35,-6.09%,"2,200.00",-
19-Apr-23,UMME,Umeme Ltd,13,17.9,13.8,14,13.85,13.85,-,-,"19,100.00",-
19-Apr-23,BRIT,Britam Holdings Plc,4.25,6.5,4.39,4.68,4.39,4.39,-,-,"11,400.00",-
19-Apr-23,CIC,CIC Insurance Group Ltd,1.93,2.5,1.85,2,1.86,1.88,-0.02,-1.06%,"232,100.00",-
19-Apr-23,JUB,Jubilee Holdings Ltd,150,202,174.25,174.25,174.25,174.25,-,-,-,-
19-Apr-23,KNRE,Kenya Re-Insurance Corporation Ltd,1,3,1.77,1.93,1.81,1.82,-0.01,-0.55%,"109,600.00",-
19-Apr-23,LBTY,Liberty Kenya Holdings Ltd,3.5,8.24,4,4.3,4.24,3.93,0.31,7.89%,"1,900.00",-
19-Apr-23,SLAM,Sanlam Kenya Plc,5.5,7.7,7.3,7.96,7.84,7.26,0.58,7.99%,"4,300.00",-
19-Apr-23,CTUM,Centum Investment Company Plc,7.62,10.4,8.5,8.8,8.5,8.5,-,-,"5,700.00",-
19-Apr-23,HAFR,Home Afrika Ltd,0.27,0.42,0.32,0.33,0.32,0.3,0.02,6.67%,"10,200.00",-
19-Apr-23,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
19-Apr-23,OCH,Olympia Capital Holdings Ltd,2.58,4,2.65,2.9,2.66,2.65,0.01,0.38%,"6,900.00",-
19-Apr-23,TCL,Trans-Century Plc,0.29,0.72,1,1,1,0.99,0.01,1.01%,"8,200.00",-
19-Apr-23,NSE,Nairobi Securities Exchange Plc,5.22,6.8,6,6.46,6.04,6.32,-0.28,-4.43%,"6,300.00",-
19-Apr-23,BOC,BOC Kenya Plc,67,96,77,77,77,77,-,-,-,-
19-Apr-23,BAT,British American Tobacco Kenya Plc,325,455,451,465,458,472,-14,-2.97%,200,-
19-Apr-23,CARB,Carbacid Investments Plc,14.05,24.5,12.25,12.6,12.45,12.25,0.2,1.63%,"16,100.00",-
19-Apr-23,EABL,East African Breweries Ltd,99,204,160,166,165,167.5,-2.5,-1.49%,"8,200.00",-
19-Apr-23,FTGH,Flame Tree Group Holdings Ltd,0.91,1.39,1.16,1.16,1.16,1.16,-,-,"20,400.00",-
19-Apr-23,ORCH,Kenya Orchards Ltd,19,77,15,15,15,15,-,-,-,-
19-Apr-23,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
19-Apr-23,UNGA,Unga Group Ltd,11.05,18.45,20.95,20.95,20.95,20.95,-,-,-,-
19-Apr-23,SCOM,Safaricom Plc,12.15,21.15,16.65,17.4,16.7,16.85,-0.15,-0.89%,"4,827,100.00",-
19-Apr-23,LAPR,Laptrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
19-Apr-23,GLD,ABSA NewGold ETF,"2,625.00","3,330.00","2,500.00","2,500.00","2,500.00","2,500.00",-,-,-,-
19-Apr-23,^N20I,NSE 20-Share Index,"1,416.32","1,942.74","1,602.60","1,602.60","1,602.60","1,607.75",-5.15,-0.32%,-,-
19-Apr-23,^N25I,NSE 25-Share Index,"2,281.58","3,205.82","2,887.59","2,887.59","2,887.59","2,899.51",-11.92,-0.41%,-,-
19-Apr-23,^NASI,NSE All-Share Index,86.41,119.33,108.65,108.65,108.65,109.24,-0.59,-0.54%,-,-
19-Apr-23,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,497.80","2,397.65","1,916.59","1,916.59","1,916.59","1,932.27",-15.68,-0.81%,-,-
19-Apr-23,^ZKEQTU,Zamara Kenya Equity Index (USD),818.46,"1,599.72","1,220.55","1,220.55","1,220.55","1,232.36",-11.81,-0.96%,-,-
20-Apr-23,EGAD,Eaagads Ltd,10.35,14.5,11.5,11.5,11.5,11.5,-,-,100,-
20-Apr-23,KUKZ,Kakuzi Plc,342,440,290.25,290.25,290.25,290.25,-,-,-,-
20-Apr-23,KAPC,Kapchorua Tea Kenya Plc,207,280,127.75,127.75,127.75,127.75,-,-,-,-
20-Apr-23,LIMT,Limuru Tea Plc,365,380,400,400,400,400,-,-,-,-
20-Apr-23,SASN,Sasini Plc,15.1,22,27.8,27.8,27.8,27.4,0.4,1.46%,"1,200.00",-
20-Apr-23,WTK,Williamson Tea Kenya Plc,193.5,290,169.5,169.5,169.5,169.5,-,-,-,-
20-Apr-23,CGEN,Car and General (K) Ltd,17.95,31.8,31,31,31,31,-,-,-,-
20-Apr-23,ABSA,ABSA Bank Kenya Plc,10.55,16.7,12.35,12.5,12.35,12.45,-0.1,-0.80%,"352,700.00",-
20-Apr-23,BKG,BK Group Plc,30,37,31.55,31.55,31.55,31.55,-,-,-,-
20-Apr-23,COOP,Co-operative Bank of Kenya Ltd,10.1,15.2,12.9,13.2,13.05,13.05,-,-,"312,500.00",-
20-Apr-23,DTK,Diamond Trust Bank Kenya Ltd,43.05,56,53,54.5,53.75,53.75,-,-,"25,400.00",-
20-Apr-23,EQTY,Equity Group Holdings Plc,33.6,51,45,46.25,45.15,45.05,0.1,0.22%,"229,700.00",-
20-Apr-23,HFCK,HF Group Ltd,3.02,4.9,3.72,3.98,3.82,3.8,0.02,0.53%,"24,500.00",-
20-Apr-23,IMH,I & M Holdings Plc,17,35,20.2,20.5,20.25,20.3,-0.05,-0.25%,"426,300.00",-
20-Apr-23,KCB,KCB Group Plc,15.75,40,32,33.9,32.95,33.9,-0.95,-2.80%,"158,500.00",-
20-Apr-23,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
20-Apr-23,NCBA,NCBA Group Plc,34.05,47,38.05,39,39,38.1,0.9,2.36%,"597,600.00",-
20-Apr-23,SBIC,Stanbic Holdings Plc,100,134,112,117,114.5,113,1.5,1.33%,700,-
20-Apr-23,SCBK,Standard Chartered Bank Kenya Ltd,148,236,165,171,170,170.25,-0.25,-0.15%,"87,600.00",-
20-Apr-23,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
20-Apr-23,EVRD,Eveready East Africa Ltd,0.97,1.65,0.65,0.67,0.65,0.67,-0.02,-2.99%,"1,200.00",-
20-Apr-23,XPRS,Express Kenya Plc,2.74,3.99,5,5,5,5,-,-,-,-
20-Apr-23,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
20-Apr-23,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
20-Apr-23,LKL,Longhorn Publishers Plc,2.02,2.65,2.1,2.1,2.1,2.08,0.02,0.96%,"46,900.00",-
20-Apr-23,NBV,Nairobi Business Ventures Ltd,1.85,2.9,2.91,3.2,2.95,2.92,0.03,1.03%,"155,100.00",-
20-Apr-23,NMG,Nation Media Group Plc,14,22.4,15,16,15.05,15.85,-0.8,-5.05%,"83,200.00",-
20-Apr-23,SMER,Sameer Africa Plc,1.87,2.75,2,2,2,2.07,-0.07,-3.38%,"33,200.00",-
20-Apr-23,SGL,Standard Group Plc,4.86,9,9.04,9.04,9.04,9.04,-,-,-,-
20-Apr-23,TPSE,TPS Eastern Africa (Serena) Ltd,11,20.15,14.65,14.65,14.65,14.65,-,-,-,-
20-Apr-23,UCHM,Uchumi Supermarket Plc,0.16,0.23,0.2,0.21,0.21,0.2,0.01,5.00%,"52,800.00",-
20-Apr-23,SCAN,WPP ScanGroup Plc,1.86,2.94,2.75,2.88,2.75,2.89,-0.14,-4.84%,"107,800.00",-
20-Apr-23,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
20-Apr-23,BAMB,Bamburi Cement Ltd,22.5,84,27.95,28,27.95,28,-0.05,-0.18%,600,-
20-Apr-23,CRWN,Crown Paints Kenya Plc,29,40.05,37,37,37,37,-,-,-,-
20-Apr-23,CABL,East African Cables Plc,0.79,1.11,0.86,0.95,0.95,0.91,0.04,4.40%,"27,300.00",-
20-Apr-23,PORT,East African Portland Cement Ltd,4.38,55.75,7.04,7.04,7.04,7.04,-,-,-,-
20-Apr-23,KEGN,Kenya Electricity Generating Company Plc,1.94,4.6,2.3,2.4,2.36,2.36,-,-,"90,600.00",-
20-Apr-23,KPLC-P4,KPLC-P4,4,4.11,4.11,4.11,4.11,4.11,-,-,-,-
20-Apr-23,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
20-Apr-23,KPLC,Kenya Power and Lighting Company Plc,1.3,6,1.5,1.55,1.5,1.5,-,-,"188,000.00",-
20-Apr-23,TOTL,TotalEnergies Marketing Kenya Plc,14.55,25,20,21,20.35,20.8,-0.45,-2.16%,"4,900.00",-
20-Apr-23,UMME,Umeme Ltd,13,17.9,13.9,14.9,13.95,13.85,0.1,0.72%,"34,900.00",-
20-Apr-23,BRIT,Britam Holdings Plc,4.25,6.5,4.24,4.45,4.34,4.39,-0.05,-1.14%,"20,100.00",-
20-Apr-23,CIC,CIC Insurance Group Ltd,1.93,2.5,1.8,1.9,1.81,1.86,-0.05,-2.69%,"1,754,600.00",-
20-Apr-23,JUB,Jubilee Holdings Ltd,150,202,189,189.5,189.25,174.25,15,8.61%,200,-
20-Apr-23,KNRE,Kenya Re-Insurance Corporation Ltd,1,3,1.78,1.92,1.83,1.81,0.02,1.10%,"152,700.00",-
20-Apr-23,LBTY,Liberty Kenya Holdings Ltd,3.5,8.24,3.92,4,3.96,4.24,-0.28,-6.60%,"5,700.00",-
20-Apr-23,SLAM,Sanlam Kenya Plc,5.5,7.7,7.84,7.84,7.84,7.84,-,-,-,-
20-Apr-23,CTUM,Centum Investment Company Plc,7.62,10.4,8.06,9,8.74,8.5,0.24,2.82%,"19,400.00",-
20-Apr-23,HAFR,Home Afrika Ltd,0.27,0.42,0.31,0.32,0.31,0.32,-0.01,-3.13%,"57,800.00",-
20-Apr-23,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
20-Apr-23,OCH,Olympia Capital Holdings Ltd,2.58,4,2.66,2.66,2.66,2.66,-,-,-,-
20-Apr-23,TCL,Trans-Century Plc,0.29,0.72,0.99,1,1,1,-,-,"1,100.00",-
20-Apr-23,NSE,Nairobi Securities Exchange Plc,5.22,6.8,6,6.3,6.02,6.04,-0.02,-0.33%,"14,000.00",-
20-Apr-23,BOC,BOC Kenya Plc,67,96,70.25,70.25,70.25,77,-6.75,-8.77%,"5,300.00",-
20-Apr-23,BAT,British American Tobacco Kenya Plc,325,455,460,470,469.75,458,11.75,2.57%,"20,300.00",-
20-Apr-23,CARB,Carbacid Investments Plc,14.05,24.5,12.5,13,12.5,12.45,0.05,0.40%,"7,900.00",-
20-Apr-23,EABL,East African Breweries Ltd,99,204,158,160,158.25,165,-6.75,-4.09%,"19,500.00",-
20-Apr-23,FTGH,Flame Tree Group Holdings Ltd,0.91,1.39,1.16,1.16,1.16,1.16,-,-,400,-
20-Apr-23,ORCH,Kenya Orchards Ltd,19,77,15,15,15,15,-,-,-,-
20-Apr-23,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
20-Apr-23,UNGA,Unga Group Ltd,11.05,18.45,22.9,22.9,22.9,20.95,1.95,9.31%,100,-
20-Apr-23,SCOM,Safaricom Plc,12.15,21.15,16.4,17.5,16.5,16.7,-0.2,-1.20%,"8,316,600.00",-
20-Apr-23,LAPR,Laptrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
20-Apr-23,GLD,ABSA NewGold ETF,"2,625.00","3,330.00","2,500.00","2,500.00","2,500.00","2,500.00",-,-,-,-
20-Apr-23,^N20I,NSE 20-Share Index,"1,416.32","1,942.74","1,594.06","1,594.06","1,594.06","1,602.60",-8.54,-0.53%,-,-
20-Apr-23,^N25I,NSE 25-Share Index,"2,281.58","3,205.82","2,867.96","2,867.96","2,867.96","2,887.59",-19.63,-0.68%,-,-
20-Apr-23,^NASI,NSE All-Share Index,86.41,119.33,107.84,107.84,107.84,108.65,-0.81,-0.75%,-,-
20-Apr-23,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,497.80","2,397.65","1,887.35","1,887.35","1,887.35","1,916.59",-29.24,-1.53%,-,-
20-Apr-23,^ZKEQTU,Zamara Kenya Equity Index (USD),818.46,"1,599.72","1,200.60","1,200.60","1,200.60","1,220.55",-19.95,-1.63%,-,-
24-Apr-23,EGAD,Eaagads Ltd,10.35,14.5,11.5,11.5,11.5,11.5,-,-,600,-
24-Apr-23,KUKZ,Kakuzi Plc,342,440,319.25,319.25,319.25,290.25,29,9.99%,100,-
24-Apr-23,KAPC,Kapchorua Tea Kenya Plc,207,280,120,126,123,127.75,-4.75,-3.72%,200,-
24-Apr-23,LIMT,Limuru Tea Plc,365,380,400,400,400,400,-,-,-,-
24-Apr-23,SASN,Sasini Plc,15.1,22,27,28,27.4,27.8,-0.4,-1.44%,"1,900.00",-
24-Apr-23,WTK,Williamson Tea Kenya Plc,193.5,290,169.5,169.5,169.5,169.5,-,-,-,-
24-Apr-23,CGEN,Car and General (K) Ltd,17.95,31.8,31,31,31,31,-,-,-,-
24-Apr-23,ABSA,ABSA Bank Kenya Plc,10.55,16.7,12,12.5,12.3,12.35,-0.05,-0.40%,"272,800.00",-
24-Apr-23,BKG,BK Group Plc,30,37,34,34.5,34.4,31.55,2.85,9.03%,"5,100.00",-
24-Apr-23,COOP,Co-operative Bank of Kenya Ltd,10.1,15.2,13,13.2,13.15,13.05,0.1,0.77%,"60,000.00",-
24-Apr-23,DTK,Diamond Trust Bank Kenya Ltd,43.05,56,53,54,53.75,53.75,-,-,"167,800.00",-
24-Apr-23,EQTY,Equity Group Holdings Plc,33.6,51,45.1,46,45.3,45.15,0.15,0.33%,"18,900.00",-
24-Apr-23,HFCK,HF Group Ltd,3.02,4.9,3.5,3.98,3.7,3.82,-0.12,-3.14%,"34,900.00",-
24-Apr-23,IMH,I & M Holdings Plc,17,35,17.25,19.85,18.75,20.25,-1.5,-7.41%,"116,000.00",-
24-Apr-23,KCB,KCB Group Plc,15.75,40,32.5,33.5,33,32.95,0.05,0.15%,"132,000.00",-
24-Apr-23,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
24-Apr-23,NCBA,NCBA Group Plc,34.05,47,38.1,41,40,39,1,2.56%,"2,019,700.00",-
24-Apr-23,SBIC,Stanbic Holdings Plc,100,134,110.25,118,114.25,114.5,-0.25,-0.22%,200,-
24-Apr-23,SCBK,Standard Chartered Bank Kenya Ltd,148,236,135.25,164,154,170,-16,-9.41%,"10,500.00",-
24-Apr-23,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
24-Apr-23,EVRD,Eveready East Africa Ltd,0.97,1.65,0.65,0.71,0.65,0.65,-,-,"1,400.00",-
24-Apr-23,XPRS,Express Kenya Plc,2.74,3.99,5,5,5,5,-,-,-,-
24-Apr-23,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
24-Apr-23,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
24-Apr-23,LKL,Longhorn Publishers Plc,2.02,2.65,2.1,2.1,2.1,2.1,-,-,"4,700.00",-
24-Apr-23,NBV,Nairobi Business Ventures Ltd,1.85,2.9,2.71,2.95,2.74,2.95,-0.21,-7.12%,"614,400.00",-
24-Apr-23,NMG,Nation Media Group Plc,14,22.4,15,16.5,16,15.05,0.95,6.31%,"1,600.00",-
24-Apr-23,SMER,Sameer Africa Plc,1.87,2.75,1.8,2,1.84,2,-0.16,-8.00%,"20,900.00",-
24-Apr-23,SGL,Standard Group Plc,4.86,9,9.4,9.5,9.48,9.04,0.44,4.87%,600,-
24-Apr-23,TPSE,TPS Eastern Africa (Serena) Ltd,11,20.15,14.65,14.65,14.65,14.65,-,-,"28,000.00",-
24-Apr-23,UCHM,Uchumi Supermarket Plc,0.16,0.23,0.19,0.21,0.2,0.21,-0.01,-4.76%,"17,200.00",-
24-Apr-23,SCAN,WPP ScanGroup Plc,1.86,2.94,2.7,2.75,2.7,2.75,-0.05,-1.82%,"2,000.00",-
24-Apr-23,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
24-Apr-23,BAMB,Bamburi Cement Ltd,22.5,84,27.95,29.9,28.4,27.95,0.45,1.61%,"1,700.00",-
24-Apr-23,CRWN,Crown Paints Kenya Plc,29,40.05,36.5,36.5,36.5,37,-0.5,-1.35%,200,-
24-Apr-23,CABL,East African Cables Plc,0.79,1.11,0.86,0.9,0.87,0.95,-0.08,-8.42%,"5,100.00",-
24-Apr-23,PORT,East African Portland Cement Ltd,4.38,55.75,7,7,7,7.04,-0.04,-0.57%,600,-
24-Apr-23,KEGN,Kenya Electricity Generating Company Plc,1.94,4.6,2.3,2.37,2.35,2.36,-0.01,-0.42%,"323,700.00",-
24-Apr-23,KPLC-P4,KPLC-P4,4,4.11,4.11,4.11,4.11,4.11,-,-,-,-
24-Apr-23,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
24-Apr-23,KPLC,Kenya Power and Lighting Company Plc,1.3,6,1.48,1.64,1.5,1.5,-,-,"537,000.00",-
24-Apr-23,TOTL,TotalEnergies Marketing Kenya Plc,14.55,25,20.4,22.3,21.95,20.35,1.6,7.86%,"1,800.00",-
24-Apr-23,UMME,Umeme Ltd,13,17.9,13.8,15,14.2,13.95,0.25,1.79%,"10,200.00",-
24-Apr-23,BRIT,Britam Holdings Plc,4.25,6.5,4.02,4.45,4.28,4.34,-0.06,-1.38%,"11,000.00",-
24-Apr-23,CIC,CIC Insurance Group Ltd,1.93,2.5,1.83,1.9,1.86,1.81,0.05,2.76%,"80,900.00",-
24-Apr-23,JUB,Jubilee Holdings Ltd,150,202,180,182.5,182.5,189.25,-6.75,-3.57%,"29,200.00",-
24-Apr-23,KNRE,Kenya Re-Insurance Corporation Ltd,1,3,1.8,1.92,1.82,1.83,-0.01,-0.55%,"75,300.00",-
24-Apr-23,LBTY,Liberty Kenya Holdings Ltd,3.5,8.24,3.93,4,3.94,3.96,-0.02,-0.51%,"9,100.00",-
24-Apr-23,SLAM,Sanlam Kenya Plc,5.5,7.7,7.84,7.84,7.84,7.84,-,-,-,-
24-Apr-23,CTUM,Centum Investment Company Plc,7.62,10.4,8.5,9,8.74,8.74,-,-,"10,800.00",-
24-Apr-23,HAFR,Home Afrika Ltd,0.27,0.42,0.29,0.32,0.31,0.31,-,-,"56,700.00",-
24-Apr-23,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
24-Apr-23,OCH,Olympia Capital Holdings Ltd,2.58,4,2.66,2.66,2.66,2.66,-,-,-,-
24-Apr-23,TCL,Trans-Century Plc,0.29,0.72,1.05,1.08,1.07,1,0.07,7.00%,400,-
24-Apr-23,NSE,Nairobi Securities Exchange Plc,5.22,6.8,5.96,6.28,6,6.02,-0.02,-0.33%,"78,800.00",-
24-Apr-23,BOC,BOC Kenya Plc,67,96,70,70,70,70.25,-0.25,-0.36%,200,-
24-Apr-23,BAT,British American Tobacco Kenya Plc,325,455,460,460,460,469.75,-9.75,-2.08%,700,-
24-Apr-23,CARB,Carbacid Investments Plc,14.05,24.5,12.5,13.1,13,12.5,0.5,4.00%,"1,500.00",-
24-Apr-23,EABL,East African Breweries Ltd,99,204,158,165,164.75,158.25,6.5,4.11%,"80,100.00",-
24-Apr-23,FTGH,Flame Tree Group Holdings Ltd,0.91,1.39,1.16,1.16,1.16,1.16,-,-,100,-
24-Apr-23,ORCH,Kenya Orchards Ltd,19,77,15,15,15,15,-,-,-,-
24-Apr-23,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
24-Apr-23,UNGA,Unga Group Ltd,11.05,18.45,22.9,22.9,22.9,22.9,-,-,-,-
24-Apr-23,SCOM,Safaricom Plc,12.15,21.15,16.55,16.8,16.7,16.5,0.2,1.21%,"802,400.00",-
24-Apr-23,LAPR,Laptrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
24-Apr-23,GLD,ABSA NewGold ETF,"2,625.00","3,330.00","2,500.00","2,500.00","2,500.00","2,500.00",-,-,-,-
24-Apr-23,^N20I,NSE 20-Share Index,"1,416.32","1,942.74","1,593.73","1,593.73","1,593.73","1,594.06",-0.33,-0.02%,-,-
24-Apr-23,^N25I,NSE 25-Share Index,"2,281.58","3,205.82","2,882.45","2,882.45","2,882.45","2,867.96",14.49,0.51%,-,-
24-Apr-23,^NASI,NSE All-Share Index,86.41,119.33,108.44,108.44,108.44,107.84,0.6,0.56%,-,-
24-Apr-23,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,497.80","2,397.65","1,903.58","1,903.58","1,903.58","1,887.35",16.23,0.86%,-,-
24-Apr-23,^ZKEQTU,Zamara Kenya Equity Index (USD),818.46,"1,599.72","1,210.03","1,210.03","1,210.03","1,200.60",9.43,0.79%,-,-
25-Apr-23,EGAD,Eaagads Ltd,10.35,14.5,11,11,11,11.5,-0.5,-4.35%,"2,000.00",-
25-Apr-23,KUKZ,Kakuzi Plc,342,440,319.25,319.25,319.25,319.25,-,-,-,-
25-Apr-23,KAPC,Kapchorua Tea Kenya Plc,207,280,123,123,123,123,-,-,-,-
25-Apr-23,LIMT,Limuru Tea Plc,365,380,400,400,400,400,-,-,-,-
25-Apr-23,SASN,Sasini Plc,15.1,22,28,28,28,27.4,0.6,2.19%,300,-
25-Apr-23,WTK,Williamson Tea Kenya Plc,193.5,290,169.5,169.5,169.5,169.5,-,-,-,-
25-Apr-23,CGEN,Car and General (K) Ltd,17.95,31.8,30.85,30.85,30.85,31,-0.15,-0.48%,"1,000.00",-
25-Apr-23,ABSA,ABSA Bank Kenya Plc,10.55,16.7,12,12.35,12.2,12.3,-0.1,-0.81%,"391,500.00",-
25-Apr-23,BKG,BK Group Plc,30,37,34.45,34.5,34.5,34.4,0.1,0.29%,"2,000.00",-
25-Apr-23,COOP,Co-operative Bank of Kenya Ltd,10.1,15.2,13.05,13.3,13.15,13.15,-,-,"176,500.00",-
25-Apr-23,DTK,Diamond Trust Bank Kenya Ltd,43.05,56,53.75,53.75,53.75,53.75,-,-,-,-
25-Apr-23,EQTY,Equity Group Holdings Plc,33.6,51,45.55,47,46.35,45.3,1.05,2.32%,"185,200.00",-
25-Apr-23,HFCK,HF Group Ltd,3.02,4.9,3.7,3.85,3.78,3.7,0.08,2.16%,"15,900.00",-
25-Apr-23,IMH,I & M Holdings Plc,17,35,17.25,18,17.6,18.75,-1.15,-6.13%,"25,400.00",-
25-Apr-23,KCB,KCB Group Plc,15.75,40,32.9,34,33.4,33,0.4,1.21%,"223,200.00",-
25-Apr-23,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
25-Apr-23,NCBA,NCBA Group Plc,34.05,47,39.1,40.95,40.4,40,0.4,1.00%,"1,259,600.00",-
25-Apr-23,SBIC,Stanbic Holdings Plc,100,134,112,115,113.25,114.25,-1,-0.88%,"9,600.00",-
25-Apr-23,SCBK,Standard Chartered Bank Kenya Ltd,148,236,140,151,145.75,154,-8.25,-5.36%,"10,400.00",-
25-Apr-23,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
25-Apr-23,EVRD,Eveready East Africa Ltd,0.97,1.65,0.6,0.71,0.66,0.65,0.01,1.54%,700,-
25-Apr-23,XPRS,Express Kenya Plc,2.74,3.99,5,5,5,5,-,-,-,-
25-Apr-23,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
25-Apr-23,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
25-Apr-23,LKL,Longhorn Publishers Plc,2.02,2.65,2,2.09,2.01,2.1,-0.09,-4.29%,"26,900.00",-
25-Apr-23,NBV,Nairobi Business Ventures Ltd,1.85,2.9,3,3,3,2.74,0.26,9.49%,"5,100.00",-
25-Apr-23,NMG,Nation Media Group Plc,14,22.4,16,16,16,16,-,-,900,-
25-Apr-23,SMER,Sameer Africa Plc,1.87,2.75,2,2.01,2,1.84,0.16,8.70%,"1,100.00",-
25-Apr-23,SGL,Standard Group Plc,4.86,9,9.48,9.48,9.48,9.48,-,-,-,-
25-Apr-23,TPSE,TPS Eastern Africa (Serena) Ltd,11,20.15,14.65,14.65,14.65,14.65,-,-,-,-
25-Apr-23,UCHM,Uchumi Supermarket Plc,0.16,0.23,0.2,0.21,0.21,0.2,0.01,5.00%,"34,100.00",-
25-Apr-23,SCAN,WPP ScanGroup Plc,1.86,2.94,2.75,2.97,2.9,2.7,0.2,7.41%,"3,000.00",-
25-Apr-23,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
25-Apr-23,BAMB,Bamburi Cement Ltd,22.5,84,28.1,29.9,28.5,28.4,0.1,0.35%,"3,700.00",-
25-Apr-23,CRWN,Crown Paints Kenya Plc,29,40.05,36.5,36.5,36.5,36.5,-,-,100,-
25-Apr-23,CABL,East African Cables Plc,0.79,1.11,0.89,0.9,0.9,0.87,0.03,3.45%,"14,800.00",-
25-Apr-23,PORT,East African Portland Cement Ltd,4.38,55.75,7,7,7,7,-,-,-,-
25-Apr-23,KEGN,Kenya Electricity Generating Company Plc,1.94,4.6,2.3,2.36,2.32,2.35,-0.03,-1.28%,"369,100.00",-
25-Apr-23,KPLC-P4,KPLC-P4,4,4.11,4.11,4.11,4.11,4.11,-,-,-,-
25-Apr-23,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
25-Apr-23,KPLC,Kenya Power and Lighting Company Plc,1.3,6,1.45,1.5,1.47,1.5,-0.03,-2.00%,"527,400.00",-
25-Apr-23,TOTL,TotalEnergies Marketing Kenya Plc,14.55,25,20,20.5,20,21.95,-1.95,-8.88%,"6,400.00",-
25-Apr-23,UMME,Umeme Ltd,13,17.9,14.2,14.5,14.35,14.2,0.15,1.06%,"22,800.00",-
25-Apr-23,BRIT,Britam Holdings Plc,4.25,6.5,4.05,4.35,4.09,4.28,-0.19,-4.44%,"10,000.00",-
25-Apr-23,CIC,CIC Insurance Group Ltd,1.93,2.5,1.76,1.9,1.82,1.86,-0.04,-2.15%,"135,600.00",-
25-Apr-23,JUB,Jubilee Holdings Ltd,150,202,180,182,181.75,182.5,-0.75,-0.41%,"11,000.00",-
25-Apr-23,KNRE,Kenya Re-Insurance Corporation Ltd,1,3,1.78,1.92,1.89,1.82,0.07,3.85%,"562,900.00",-
